text,url,title,id_news,category
"Distintos usuarios denunciaron el hecho a través de redes sociales. El corte se produce en medio de los cuestionamientos a las empresas eléctricas por la lenta reposición del servicio tras el sistema frontal que afectó a la zona centro-sur. Durante este domingo, usuarios en redes sociales reportaron cortes de luz en distintos sectores de la zona oriente de Santiago. De acuerdo a las denucias realizadas, el corte del suministro eléctrico habría afectado a zonas de La Reina, Ñuñoa, Peñalolén y Providencia, y ocurrió cerca de las 21 horas. Reporte de corte de luz en La Reina: Corte de luz en La Reina… alguien más sin luz? — Pablo Morris (@pamoke74) August 12, 2024  Corte del suministro eléctrico en Ñuñoa: Corte de luz en Ñuñoa @Enel_Informa_CL @MuniNunoa — Jean Francisco 🏳️‍🌈 (@jeeanfco) August 12, 2024  Denuncia de corte de luz en Providencia: Corte de luz en en sector tobalaba con bilbao, Providencia. Insolito lo de @Enel_Informa_CL — Carlos Zurita (@comodijocharly) August 12, 2024  Peñalolén también se vio afectado: Corte de luz en @penalolen sector consistorial @Enel_Informa_CL — Macarena Álvarez (@niikuramaya) August 12, 2024  A través de un comunicado, Enel se refirió al hecho que fue calificado como una “incidencia en transmisión“. En sus redes sociales indicaron que “a las 20:56 horas de hoy ocurrió una falla de alta tensión en la Subestación a Reina, propiedad de una empresa ajena a Enel Distribución, afectando el suministro eléctrico de 43.900 clientes de nuestra compañía”. Del mismo modo, aseguraron que “a esta hora el servicio se encuentra restablecido” y que “la causa aún se encuentra en investigación”. pic.twitter.com/1ygVK5ocIp — @Enel_Informa_CL (@Enel_Informa_CL) August 12, 2024  En una entrevista con CNN Chile, el politólogo estadounidense afirmó que Venezuela está experimentando el ""fraude más gigantesco en la historia moderna"".",https://www.cnnchile.com/pais/otra-vez-cortes-de-luz-en-santiago-reportan-suspension-del-servicio-en-zonas-de-la-reina-nunoa-penalolen-y-providencia_20240811/,"Otra vez cortes de luz en Santiago: Reportan suspensión del servicio en zonas de La Reina, Ñuñoa, Peñalolén y Providencia",53.427.494,ciencia
"El centrocampista francés Eduardo Camavinga sufrió un esguince del ligamento colateral interno en la rodilla izquierda durante la sesión preparatoria del Real Madrid en Varsovia, previo al partido de la Supercopa de Europa ante el Atalanta. La lesión ocurrió tras un golpe recibido de su compatriota Aurelién Tchouaméni, lo que provocó que Camavinga se retirara del entrenamiento antes de tiempo. Aunque no se han dado detalles sobre el tiempo de recuperación, se estima que podría estar fuera entre 6 y 8 semanas, perdiéndose no solo el encuentro de la Supercopa, sino también los primeros partidos de la Liga 2024-25. El centrocampista francés Eduardo Camavinga, lesionado anoche en la sesión preparatoria del Real Madrid en Varsovia, donde este miércoles juega ante el Atalanta, la Supercopa de Europa, sufre un esguince del ligamento colateral interno en la rodilla izquierda. “Tras las pruebas realizadas hoy a nuestro jugador Eduardo Camavinga se le ha diagnosticado un esguince del ligamento colateral interno en la rodilla izquierda. Pendiente de evolución”, se recoge en una escueta nota facilitada por su club. El centrocampista se retiró ayer antes de la conclusión del entrenamiento del Real Madrid previo a la Supercopa de Europa, tras recibir un golpe de su compatriota Aurelién Tchouaméni. Camavinga, al que se escuchó gritar tras el lance, quedó tendido algunos instantes sobre el verde del recinto en el que este miércoles se jugará la final durante un partidillo en superficie reducida. Posteriormente, ya incorporado, ha puesto rumbo a los vestuarios por su propio pie acompañado de miembros del cuerpo médico mientras el resto de sus compañeros han continuado la sesión de trabajo. Aunque el club no ha facilitado los tiempos de recuperación, se estima por lesiones similares que pueden estar entre las 6 y 8 semanas. Con ello, además de perderse esta noche la Supercopa, también estará ausente en los primeros partidos de su equipo en el inicio de la Liga 2024-25. 🚨La vidéo du choc entre Camavinga et Tchouameni. pic.twitter.com/IqoB2bIImB — Real Madrid 🇫🇷 (@RMadridFrance_) August 13, 2024  La mejor imagen de la lesión de Camavinga. pic.twitter.com/gtwk71JhPd — MADRIDISMOdelREAL (@RealDonBernabeu) August 13, 2024  {{ post.resumen_de_ia }}",https://www.biobiochile.cl/noticias/deportes/futbol-internacional/notas-futbol-internacional/2024/08/14/real-madrid-confirman-dura-lesion-de-frances-camavinga-tras-patadon-en-entrenamiento-revisa-la-jugada.shtml,Real Madrid confirman dura lesión de francés Camavinga tras patadón en entrenamiento: revisa la jugada,53.877.912,deportes
"La empresa JetSmart se refirió este lunes a la multa impuesta en su contra por el Servicio Nacional de Migraciones por haber permitido a pasajeros extranjeros viajar sin todos los documentos requeridos por la autoridad chilena.  La infracción asciende a los $98 millones de pesos.  RelacionadaDetalle('1140041');  En ese sentido, la empresa señaló mediante un comunicado que cumplen ""rigurosamente"" con todas las leyes y normativas impuestas por las autoridades chilenas. ""La aerolínea confía en contratistas altamente calificados para la prestación de servicios de atención al pasajero en aeropuertos, incluyendo la verificación de documentos de viaje"", indicaron.  Tras ello, JetSmart i ndicó que se trata de 84 los pasajeros que viajaron junto a ellos pese a no portar todos los documentos en 2023: ""Lamentablemente experimentamos fallas involuntarias"".  ""Cabe destacar que de los más de 477.000 pasajeros internacionales movilizados por JetSMART hacia Chile en 2023, todos ellos de diferentes nacionalidades, las multas mencionadas en las noticias solo refieren a 84 personas, lo que representa menos del 0,02% del total"", agregaron. La aerolínea  aseguró que de los 84 casos ninguno fue admitido en el país por personal de la PDI y la autoridad migratoria . ""En todos aquellos casos en los que la autoridad dispuso el retorno, JetSmart, dando cumplimiento a la ley, los retornó a su país de origen"", precisó.  Posteriormente, manifestaron: ""No es correcto afirmar que se trata una multa histórica, sino hace parte de un juicio ejecutivo en el que el Servicio Nacional de Migraciones busca cobrar de manera simultánea 66 multas -de carácter ""ordinario""- cuya cuantía va entre los 10 a 20 UTM por pasajero, de acuerdo a lo establecido en Ley de Migraciones y Extranjería"".  Eso sí,  reconocen que se han retrasado en el pago de la multa, aunque llegaron a un acuerdo con la autoridad migratoria para realizarlo.  ""Por último, reiterar que la aerolínea ha tomado medidas correctivas y preventivas adicionales, tanto a nivel interno como con sus proveedores, para asegurar que situaciones de esta naturaleza no se repitan en el futuro. Igualmente, ratifica el estricto apego a la normativa vigente, y reconoce y da cumplimiento a las resoluciones de la autoridad migratoria en materia de inadmisión de pasajeros"", concluyeron. ",https://www.emol.com/noticias/Nacional/2024/08/19/1140183/jetsmart-multa-extranjeros-sin-documentos.html,Multa por pasajeros sin documentos: JetSmart dice que fueron 84 casos y que no fueron admitidos en el país,53.594.498,internacional
"Carabineros logró detener a dos sujetos en Calera de Tango en el marco del Plan Enjambre, tras un robo con intimidación en el supermercado Las Loicas de San Pedro de Melipilla, donde sustrajeron varias cajas de cigarrillos. La persecución policial se desplegó tras los asaltantes en un BMW robado, quienes intentaron atropellar a los uniformados. Tras un enfrentamiento donde los carabineros dispararon al vehículo, los individuos chocaron con un muro y fueron detenidos, aunque un civil resultó atropellado. A pesar de que se realizaron ocho disparos, no hubo heridos de bala, logrando además recuperar las cajas de cigarrillos sustraídas. Carabineros logró detener a dos sujetos en Calera de Tango, luego de una persecución realizada en el marco del nuevo Plan Enjambre. Todo surgió un robo ocurrido en San Pedro de Melipilla. Fue cerca de las 11:00 de este martes que un grupo de delincuentes llegó hasta el supermercado Las Loicas, ubicado en la población Arturo Prat de la mencionada comuna. Los sujetos, un adulto y un adolescente con antecedentes, aprovecharon que trabajadores descargaban un camión de Chile Tabacos, para realizar un robo con intimidación y sustraer varias cajas de cigarrillos. De este modo, se inició una persecución efectuada por la 42ª Comisaría de Radiopatrullas en el marco del Plan Enjambre, donde varios vehículos policiales siguieron el auto donde huían los asaltantes, un BMW con encargo por robo. Finalmente, lograron darle alcance en la intersección de El Barrancón con Santa Inés, Calera de Tango, donde los sujetos intentaron atropellar a los uniformados. En imágenes de video, se ve a los uniformados disparando al vehículo de los imputados para poder detener su escape, al ver en peligro su vida.  Finalmente, los individuos chocaron con un muro y terminaron detenidos. Además, un civil fue atropellado por los delincuentes. El capitán Juan Cáceres indicó que los uniformados realizaron ocho disparos. Sin embargo, no hubo heridos a bala. Junto con ello, se lograron recuperar varias cajas de cigarrillos. {{ post.resumen_de_ia }}",https://www.biobiochile.cl/noticias/nacional/region-metropolitana/2024/08/06/plan-enjambre-de-carabineros-permite-detener-a-tiros-a-dos-delincuentes-en-calera-de-tango.shtml,Plan Enjambre de Carabineros permite detener a tiros a dos delincuentes en Calera de Tango,53.565.756,accidentes
"El carabinero de franco asesinado afuera del Teatro Caupolicán fue identificado como Rodrigo Hernán Puga Herrera, sargento segundo de 38 años y padre de dos hijos. El hecho ocurrió luego de un altercado tras un evento en el recinto, a las 04:00 horas, donde un sujeto desconocido efectuó dos disparos, uno de los cuales impactó al policía. Tras ser llevado en estado grave a la ex Posta Central, Puga falleció horas después. Rodrigo Hernán Puga Herrera, sargento segundo de Carabineros, murió este domingo tras ser baleado en las afueras del Teatro Caupolicán, en Santiago. El hombre tenía 38 años y era padre de dos hijos, de quince y un año, respectivamente. Ingresó a la policía uniformada en enero de 2007 y trabajaba en la Tercera Comisaría de Santiago. Previamente, se desempeñó en la Octava Comisaría de Colina, el Retén Rungue y la Segunda Comisaría de Santiago. En total, sumó 17 años y siete meses de servicio en la institución. Puga fue baleado a las 04:00 horas, a la salida de un evento al que asistió en el Teatro Caupolicán, ubicado en la calle San Diego. Tras la finalización de la actividad, se produjo un altercado en el frontis del recinto, en el que un sujeto desconocido efectuó al menos dos disparos. Uno de los proyectiles impactó al funcionario policial, quien fue trasladado en estado grave a la ex Posta Central. Horas más tarde, cerca de las 09:00, se confirmó su fallecimiento. “En este momento en que se desarrolla esa disputa, va saliendo un carabinero que había asistido de franco, de civil, a este evento, y es impactado accidentalmente por un proyectil balístico que se habría generado producto de esta misma disputa”, detalló el mayor Rodrigo Insulza, jefe operativo nocturno metropolitano de Carabineros. “Él había asistido a un evento. Se estaba retirando de este y a 50 metros de donde estaba, en la calle Coquimbo con San Diego, hubo una discusión de personas y fue alcanzado lamentablemente por un proyectil balístico que en el fondo es el que le provoca la muerte”, explicó la general Patricia Vásquez, tras confirmar el deceso. De momento, se desconoce la identidad y el paradero del atacante, lo que está siendo investigado por los equipos especializados. Por instrucción del Ministerio Público, el Laboratorio de Criminalística (Labocar) y el OS9 quedaron a cargo de las diligencias. {{ post.resumen_de_ia }}",https://www.biobiochile.cl/noticias/nacional/region-metropolitana/2024/08/25/sargento-2do-y-padre-de-dos-hijos-rodrigo-puga-el-carabinero-asesinado-afuera-de-teatro-caupolican.shtml,"Sargento 2do y padre de dos hijos: Rodrigo Puga, el carabinero asesinado afuera del Teatro Caupolicán",53.878.949,accidentes
"En medio de un operativo de búsqueda de una persona que se habría lanzado al río Mapocho en el sector de Rinconada de Maipú, personal del GOPE de Carabineros encontró el cadáver de una segunda persona en las inmediaciones. El hallazgo del cuerpo, que tendría una larga data de muerte, se realizó en las cercanías de una ""casa de tortura"" del Tren de Aragua que había sido desmantelada por las autoridades hace unos meses. El operativo policial comenzó a eso de las 15:00 horas del viernes, luego de que Carabineros recibiera la denuncia de una persona que supuestamente se habría precipitado al río Mapocho desde el puente Rinconada. Rápidamente personal del GOPE de la policía uniformada se trasladó al lugar e inició trabajos de búsqueda y rastreo. Sin embargo, no encontraron a la persona desaparecida, sino que el cadáver de otro individuo.   El subcomisario Nicolás Casanova, de la Brigada de Homicidios Metropolitana de la PDI, explicó parte de las indagatorias que se llevaron a cabo en conjunto con la Fiscalía de Flagrancia Occidente para esclarecer este hecho. ""Este hallazgo quedó en evidencia luego que personal de Carabineros paralelamente se encontrara realizando diligencias de búsqueda y rastreo en el mismo sector"", informó el subcomisario. A esto agregó que ""las diligencias investigativas se encuentran enfocadas en la identificación de este cadáver, como también en acreditar o descartar la participación de terceros en el deceso"".  Cabe destacar que este cuerpo se encontró en las cercanías de una antigua ""casa de tortura"" del Tren de Aragua en el sector de Rinconada, en donde se torturaba a ""competidores"" del mercado de la ketamina. Sin embargo, pese a que el hecho ha llamado la atención de los investigadores, hasta el momento no hay ninguna evidencia que vincule este reciente hallazgo con dicha instalación del crimen organizado. Todo sobre Policial",https://www.meganoticias.cl/nacional/455512-hallazgo-cadaver-maipu-operativo-busqueda-persona-rio-mapocho-fds01-10-08-2024.html,Encuentran cadáver en Maipú mientras realizaban operativo de búsqueda de otra persona que había caído al Mapocho,53.412.387,ciencia
"Un joven fue brutalmente agredido con golpes de pies, puños y un palo en el sector Barrio Bohemio de Osorno, Región de Los Lagos, en un violento ataque registrado cerca de las 04:30 horas a la hora de cierre de los locales nocturnos. Parte de la agresión fue captada en video, mostrando a 3 sujetos golpeando al joven mientras espectadores no intervenían. Según el mayor de la Primera Comisaría de Osorno, Diego Gajardo, los agresores huyeron tras el incidente. Aunque la víctima inicialmente se resistió a denunciar, finalmente declaró en el hospital, donde se determinó que no presentaba lesiones graves. Los antecedentes fueron entregados a la Fiscalía. Puedes ver el video completo del incidente en el enlace proporcionado. Una golpiza de pies, puños y hasta con un palo recibió un joven que fue atacado en el sector del denominado Barrio Bohemio en el sector de Osorno, región de Los Lagos. El hecho ocurrió a la hora de cierre de los locales nocturnos, cerca de las 04:30 horas y parte del violento hecho, quedó registrado en un video. En este último, se puede ver como 3 sujetos agreden de manera brutal a un joven, mientras un grupo de personas miraban la violenta escena sin intervenir. El mayor de la Primera Comisaría de Osorno, Diego Gajardo, detalló que todo ocurrió en calle Portales con Mackena y que todos huyeron. De acuerdo a la información entregada, en una primera instancia la víctima no quería denunciar lo ocurrido. Sin embargo, una vez en el hospital se le tomó declaración. Pese a la brutalidad del ataque, personal médico descartó lesiones de mayor compromiso quedando los antecedentes a disposición de Fiscalía. {{ post.resumen_de_ia }}",https://www.biobiochile.cl/noticias/nacional/region-de-los-lagos/2024/08/05/captan-brutal-golpiza-a-joven-en-osorno-lo-atacaron-entre-3-sujetos-a-la-salida-de-una-disco.shtml,Captan brutal golpiza a joven en Osorno: lo atacaron entre 3 sujetos a la salida de una disco,53.521.950,accidentes
"O\'Higgins de Rancagua y Unión La Calera empataron 1-1 en el estadio Fiscal de Talca por la fecha 22 del Campeonato Nacional 2024. En un primer tiempo con disputas por el balón pero poco peligro, David Romero rompió la igualdad al minuto 58, pero Brian Torrealba logró el empate. Con este resultado, O\'Higgins suma 27 puntos y se ubica décimo en la tabla, mientras que Unión La Calera queda decimocuarto con 21 unidades y salió de los puestos de descenso por diferencia de goles. O’Higgins de Rancagua y Unión La Calera igualaron 1-1 en el estadio Fiscal de Talca, en duelo válido por la fecha 22 del Campeonato Nacional 2024. Los ‘Celestes’, locales en la capital del Maule, intentaron imponer su estilo de juego ante un complicado elenco ‘cementero’, pero poco lograron hacer en un primer tiempo que tuvo más disputas por el balón que peligro en las áreas. Por su parte, el cuadro calerano intentó responder con contras y transiciones rápidas que de poco y nada sirvieron para romper la igualdad en un adormecido primer tiempo en Talca. Ya en el complemento, el duelo se soltó un poco más, siendo la opción de más peligro en el arranque de la segunda fracción un tiro libre de Agustín Wallace que impactó en el horizontal. No fue hasta el minuto 58’ que David Romero logró desatascar el partido tras una buena atajada del portero de O’Higgins, Diego Carreño, quien dejó el rebote en el área chica y el ‘9’ finiquitó certeramente para romper la igualdad en el duelo. La respuesta del ‘Capo de Provincia’ no se hizo esperar y fue Brian Torrealba, con un tiro libre que fue desviado en su trayectoria al arco, quien puso la igualdad. Tras los goles, el partido agarró vuelo y ambos elencos tuvieron oportunidad para volver a romper la paridad, pero el cansancio se hizo sentir en el terreno de juego y las llegadas fueron cada vez más intermitentes en las áreas. Con el resultado, O’Higgins sumó 27 puntos y está décimo en la tabla del torneo. Unión La Calera, en tanto, quedó decimocuarto con 21 unidades y salió -por diferencia de goles- de los puestos de descenso. Por la jornada 23 del Campeonato Nacional, el ‘Capo de Provincia’ visitará a Huachipato el domingo 8 de septiembre. Antes, el domingo 1, los ‘cementeros’ serán locales ante Audax Italiano. ⏱️51' 2T | Fin del encuentro en Talca. Empate de local por la Fecha 22 del Campeonato Itaú 2024 frente a @ulcsadpoficial.@OHigginsOficial 1@ulcsadpoficial 1#VamosLaCeleste 🇧🇼 pic.twitter.com/8rD4dB3Dox — O'Higgins FC 🇧🇼 (@OHigginsoficial) August 28, 2024  {{ post.resumen_de_ia }}",https://www.biobiochile.cl/noticias/deportes/futbol/futbol-nacional/2024/08/28/campeonato-nacional-ohiggins-y-la-calera-igualaron.shtml,O’Higgins igualó con La Calera en discreto duelo del Camp. Nacional: ’cementeros’ dejaron zona roja,53.876.911,deportes
"Los Sindicatos de Trabajadores de Huachipato reaccionaron al anuncio de la empresa de suspender nuevamente de manera indefinida sus operaciones, atribuyendo la decisión al holding de CAP y no al directorio de Huachipato. Los sindicatos expresaron su sorpresa y solicitaron una reunión con la empresa para seguir conversando, destacando que unos 20.200 empleos se encuentran en riesgo. Los Sindicatos de Trabajadores de Huachipato se refirieron al anuncio de la empresa de suspender -nuevamente- de manera indefinida sus operaciones debido a la “imposibilidad” de traspasar a precio las sobretasas al acero chino, apuntando sus dardos contra CAP. “Esto es una sorpresa, es una decisión del holding de CAP (…) No es una decisión del directorio de Huachipato”, señaló Héctor Medina, presidente del Sindicato N°1. En ese sentido, agregó que “a través de quienes nos vinieron a dar la mala noticia, hemos solicitado tener una reunión con ellos”. “Lo que le vamos a pedir a la empresa es que sigamos conversando”, precisó también el dirigente, acotando que son 20.200 los empleos en riesgo, tanto de manera directa e indirecta. Medina no se detuvo allí, aseverando que “el directorio de Huachipato, la Gerencia General, y nosotros los trabajadores, lo único que hicimos fue trabajar para que esta empresa no se cerrara indefinidamente”. “Es un golpe violento a todo el trabajo que hicieron nuestros compañeros, la gerencia nuestra y el directorio de Huachipato”, apuntó el Presidente del Sindicato N°1. Por su parte, el presidente del Sindicato N°2 de Trabajadores, Fernando Orellana, indicó que “esto es un golpe emocional muy fuerte para los dirigentes”, sumando que hasta ayer estaban trabajando con la Comisión Antidistorsiones “para que se dieran los porcentajes que necesitábamos”. “Ayer hubo sesión del holding, de los accionistas, y en votación mayoritaria ellos dijeron que ya no querían perder más dinero de todo lo que han perdido”, expuso Orellana. A lo anterior, agregó que “el año 2023 fueron 385 millones de dólares de pérdida que tuvieron ellos, por lo tanto, ellos hoy día no están en condiciones de seguir tapando el hoyo que tiene la empresa”. “Ahora también vamos a conversar con el Gobierno, para ver qué se puede hacer (…) Sería lamentable perder una industria como es Huachipato para el país”, lamentó el dirigente. Asimismo, manifestó que “vamos a luchar hasta el final. El Sindicato 1 y 2 hicimos un trabajo de joyería para poder mantener en pie (la empresa), y hoy nos encontramos con esta triste noticia”. Mediante un comunicado, la compañía indicó que su directorio se vio “obligado a tomar esta difícil decisión (…) producto de múltiples factores” que, estiman, no se podrán revertir en el corto o mediano plazo”. Entre ellos, destacan la “imposibilidad de traspasar a precios las sobretasas recomendadas por la Comisión Antidistorsiones, la intensificación del dumping chino y la compleja situación financiera que la firma enfrenta hace años”. CSH suspenderá sus operaciones siderúrgicas de forma paulatina, proceso que estima culminará durante septiembre. En este tiempo, planea cumplir “todos los compromisos con colaboradores, clientes y proveedores”. {{ post.resumen_de_ia }}",https://www.biobiochile.cl/noticias/nacional/region-del-bio-bio/2024/08/07/vamos-a-luchar-hasta-el-final-trabajadores-de-huachipato-apuntan-a-cap-por-suspension-de-operacion.shtml,"""Vamos a luchar hasta el final"": trabajadores de Huachipato apuntan a CAP por suspensión de operación",53.525.301,politica
"El actor Zac Efron sufrió un peligroso accidente en una piscina mientras vacacionaba en Ibiza, al sumergirse tan profundo que golpeó el fondo con su pecho, ingiriendo agua y requiriendo rescate de equipos especializados. Tras ser llevado al hospital, se le diagnosticaron varias costillas rotas, pero Zac no se detuvo, retomando sus rutinas de ejercicio al día siguiente y agradeciendo a sus seguidores por su preocupación, manifestándose ""feliz y saludable"". La prensa especializada reveló detalles del accidente que el actor Zac Efron sufrió en una piscina mientras vacacionaba en Ibiza. Según TMZ, mientras descansaba con amigos, la estrella que saltó a la fama con High School Musical se lanzó al agua sumergiéndose tan profundo que golpeó el fondo de la piscina con su pecho, causando que ingiriese agua. Fue tras ello, y cuando le vieron desesperarse, que equipos de rescate acudieron a sacarle del agua. Debido a que se le vio “ligeramente aturdido”, de acuerdo con fuentes del medio, que fue llevado preventivamente a un hospital donde se le hicieron pruebas de rayos X, Según reportó previamente EuropaPress, Zac permaneció el día sábado recibiendo atención médica en el Hospital Can Misses, específicamente, donde se le detectaron varias costillas rotas por el accidente. Pero ello no le habría detenido de, el siguiente día, ya retomar sus rutinas de ejercicio, según reveló en una historia de Instagram. En la misma, publicada este domingo, se manifestó “feliz y saludable”, agradeciendo la preocupación de sus seguidores. Actualmente, el intérprete ya regresó a los Estados Unidos, según aseguró TMZ. {{ post.resumen_de_ia }}",https://www.biobiochile.cl/noticias/espectaculos-y-tv/celebridades/2024/08/05/revelan-detalles-del-accidente-de-zac-efron-en-la-piscina-golpeo-el-fondo-y-casi-se-ahoga.shtml,Revelan cómo se accidentó Zac Efron en una piscina de Ibiza: golpeó el fondo y casi se ahoga,53.522.583,accidentes
